id,category,idea,seo_impact,business_impact,effort,confidence,score,priority,expected_kpi,kpi_lift_low,kpi_lift_high
B-08105,content_strategy,Add glossary for core entities on tag pages sitewide with fallback handling,78,67,67,81,67.25,Medium,Qualified lead conversion rate,0.25,4.77
B-08106,content_strategy,Create BOFU case-study expansions on internal search for high-intent queries with phased rollout,77,68,56,68,67.25,Medium,Impressions,2.51,27.62
B-08107,schema,Add WebSite schema with SearchAction on archive pages for high-traffic pages with anomaly detection,69,53,29,76,67.25,Medium,Indexed valid pages,0.63,15.06
B-08108,semantic_html,Refactor buttons vs links usage on tag pages for low-traffic pages with anomaly detection,68,58,31,75,67.25,Medium,Bounce rate reduction,0.25,6.9
B-08109,performance,Defer non-critical JS on structured data blocks for first-time visitors with CI guardrails,74,72,63,81,67.25,Medium,Organic clicks,1.88,22.59
B-08110,security_headers,Set X-Content-Type-Options on internal search for Korean locale with CI guardrails,66,68,47,89,67.25,Medium,Average ranking position improvement,0.63,7.53
B-08111,content_strategy,Target long-tail question gaps on download links for desktop users with governance documentation,66,82,55,81,67.25,Medium,Average ranking position improvement,0.63,7.53
B-08112,security_headers,Apply Referrer-Policy hardening on image gallery for branded queries with automated QA checks,62,62,35,93,67.25,Medium,Engaged sessions,0.63,12.55
B-08113,security_headers,Add frame-ancestors defense on footer links for non-branded queries with owner accountability,57,76,28,80,67.25,Medium,LCP (sec) reduction,0.06,1.13
B-08114,performance,Enable Brotli compression on leadership page for conversion pages with performance budgets,77,66,61,77,67.2,Medium,CTR,0.38,5.65
B-08115,content_strategy,Create intent-specific landing pages on structured data blocks for Korean locale with CI guardrails,67,86,60,79,67.2,Medium,Crawl efficiency,1.25,31.37
B-08116,crawlability,Restrict low-value crawl paths on structured data blocks for conversion pages with anomaly detection,72,67,47,72,67.2,Medium,Bounce rate reduction,0.25,6.9
B-08117,security_headers,Tune COOP/COEP settings on image gallery for English locale with experiment flags,67,56,39,91,67.2,Medium,Indexed valid pages,0.63,15.06
B-08118,analytics_instrumentation,Implement server-side tagging on leadership page for first-time visitors with logging and alerting,58,83,33,74,67.2,Medium,Impressions,2.51,27.61
B-08119,technical_seo,Deploy dynamic XML sitemap partitioning on structured data blocks for high-traffic pages with rollback plan,76,62,57,80,67.2,Medium,Indexed valid pages,0.63,15.06
B-08120,content_strategy,Target long-tail question gaps on footer links for high-traffic pages with anomaly detection,74,78,70,82,67.2,Medium,Average ranking position improvement,0.63,7.53
B-08121,content_strategy,Map content to journey stages on media assets for case-study content with owner accountability,73,75,61,77,67.2,Medium,Indexed valid pages,0.63,15.06
B-08122,security_headers,Set Permissions-Policy minimal on interactive widgets for Korean locale with performance budgets,59,80,36,79,67.2,Medium,Impressions,2.51,27.61
B-08123,security_headers,Automate header regression tests on archive pages for English locale with fallback handling,66,68,45,86,67.2,Medium,Qualified lead conversion rate,0.25,4.77
B-08124,analytics_instrumentation,Define event taxonomy v2 on FAQ modules for high-traffic pages with owner accountability,68,89,63,76,67.2,Medium,Engaged sessions,0.63,12.55
B-08125,analytics_instrumentation,Capture Core Web Vitals events on homepage for desktop users with CI guardrails,57,91,41,77,67.2,Medium,Indexed valid pages,0.63,15.06
B-08126,semantic_html,Add skip-to-content link on image gallery for first-time visitors with fallback handling,67,64,41,83,67.2,Medium,Organic clicks,1.88,22.59
B-08127,semantic_html,Add nav/aside delineation on contact page for mobile users with rollback plan,62,72,34,78,67.2,Medium,Crawl efficiency,1.25,31.37
B-08128,analytics_instrumentation,Instrument CTA attribution on tag pages for informational pages with anomaly detection,73,73,56,73,67.2,Medium,Indexed valid pages,0.63,15.06
B-08129,semantic_html,Improve form label association on project detail pages for high-traffic pages with logging and alerting,68,60,31,72,67.2,Medium,CTR,0.38,5.65
B-08130,semantic_html,Add figure/figcaption patterns on archive pages for English locale with accessibility verification,63,68,36,83,67.2,Medium,CTR,0.38,5.65
B-08131,security_headers,Set X-Content-Type-Options on internal search for branded queries using template-level controls,62,75,40,82,67.2,Medium,Indexed valid pages,0.63,15.06
B-08132,analytics_instrumentation,Add content group dimensions on FAQ modules for informational pages with anomaly detection,65,91,62,81,67.2,Medium,LCP (sec) reduction,0.06,1.13
B-08133,security_headers,Set Permissions-Policy minimal on image gallery for case-study content with phased rollout,66,65,39,82,67.2,Medium,Average ranking position improvement,0.63,7.53
B-08134,analytics_instrumentation,Define event taxonomy v2 on about page for branded queries with weekly monitoring,61,88,56,89,67.2,Medium,Organic clicks,1.88,22.59
B-08135,schema,Apply BreadcrumbList schema on contact page for English locale with anomaly detection,69,77,48,69,67.2,Medium,Average ranking position improvement,0.63,7.53
B-08136,security_headers,Enable HSTS preload policy on projects listing for high-intent queries with accessibility verification,67,64,41,83,67.2,Medium,Engaged sessions,0.63,12.55
B-08137,analytics_instrumentation,Map micro-conversion goals on blog/article templates for returning users with privacy-safe data rules,75,74,60,71,67.2,Medium,Bounce rate reduction,0.25,6.9
B-08138,security_headers,Enable HSTS preload policy on leadership page for first-time visitors with phased rollout,71,65,51,83,67.2,Medium,Indexed valid pages,0.63,15.06
B-08139,schema,Add Speakable markup pilot on structured data blocks for first-time visitors with experiment flags,72,64,44,72,67.2,Medium,LCP (sec) reduction,0.06,1.13
B-08140,on_page_seo,Refine internal anchor text on project detail pages sitewide with governance documentation,70,73,48,71,67.15,Medium,Crawl efficiency,1.25,31.36
B-08141,content_strategy,Map content to journey stages on interactive widgets for high-traffic pages with experiment flags,74,81,68,75,67.15,Medium,Qualified lead conversion rate,0.25,4.77
B-08142,semantic_html,Strengthen table semantics on archive pages for branded queries with accessibility verification,69,60,41,82,67.15,Medium,Bounce rate reduction,0.25,6.9
B-08143,security_headers,Add frame-ancestors defense on video embeds for Korean locale with experiment flags,68,76,51,77,67.15,Medium,Engaged sessions,0.63,12.54
B-08144,security_headers,Set X-Content-Type-Options on project detail pages for campaign pages with privacy-safe data rules,69,62,37,74,67.15,Medium,Qualified lead conversion rate,0.25,4.77
B-08145,performance,Split long tasks in interaction paths on FAQ modules for non-branded queries with experiment flags,79,63,62,76,67.15,Medium,Impressions,2.51,27.6
B-08146,schema,Implement Person schema for authoring on projects listing for campaign pages with weekly monitoring,72,67,48,73,67.15,Medium,CTR,0.38,5.64
B-08147,performance,Defer non-critical JS on homepage for informational pages with experiment flags,79,66,65,76,67.15,Medium,Indexed valid pages,0.63,15.05
B-08148,crawlability,Fix soft-404 classification on blog/article templates for campaign pages with fallback handling,76,58,48,73,67.15,Medium,Engaged sessions,0.63,12.54
B-08149,schema,Add WebSite schema with SearchAction on project detail pages for desktop users with quarterly audits,81,54,56,74,67.15,Medium,Impressions,2.51,27.6
B-08150,schema,Add FAQPage schema on video embeds for returning users with phased rollout,78,54,56,83,67.15,Medium,Bounce rate reduction,0.25,6.9
B-08151,content_strategy,Consolidate overlapping articles on homepage for high-traffic pages with weekly monitoring,65,67,39,82,67.15,Medium,Indexed valid pages,0.63,15.05
B-08152,security_headers,Enable HSTS preload policy on interactive widgets for informational pages with performance budgets,66,63,32,75,67.15,Medium,Qualified lead conversion rate,0.25,4.77
B-08153,schema,Implement VideoObject schema on global navigation for non-branded queries with logging and alerting,74,65,55,79,67.15,Medium,Qualified lead conversion rate,0.25,4.77
B-08154,content_strategy,Add glossary for core entities on download links for high-traffic pages using template-level controls,70,84,65,79,67.15,Medium,Bounce rate reduction,0.25,6.9
B-08155,schema,Deploy Article schema on case studies on forms for first-time visitors with automated QA checks,67,68,40,76,67.15,Medium,Engaged sessions,0.63,12.54
B-08156,semantic_html,Add skip-to-content link on tag pages for campaign pages with owner accountability,72,60,44,77,67.15,Medium,Organic clicks,1.88,22.58
B-08157,security_headers,Tune COOP/COEP settings on tag pages for campaign pages using template-level controls,63,68,37,84,67.15,Medium,Average ranking position improvement,0.63,7.53
B-08158,security_headers,Set Permissions-Policy minimal on footer links for conversion pages with accessibility verification,67,74,55,88,67.15,Medium,Impressions,2.51,27.6
B-08159,content_strategy,Create editorial refresh SLA on internal search for informational pages with governance documentation,74,67,60,83,67.15,Medium,Organic clicks,1.88,22.58
B-08160,performance,Convert hero assets to AVIF on projects listing for desktop users with logging and alerting,74,74,67,83,67.15,Medium,Crawl efficiency,1.25,31.36
B-08161,schema,Automate schema testing in CI on image gallery for English locale with phased rollout,66,69,44,83,67.15,Medium,LCP (sec) reduction,0.06,1.13
B-08162,crawlability,Audit robots directives by template on about page for Korean locale with governance documentation,70,71,49,75,67.15,Medium,Average ranking position improvement,0.63,7.53
B-08163,semantic_html,Add skip-to-content link on forms for high-intent queries with accessibility verification,72,55,33,69,67.15,Medium,Indexed valid pages,0.63,15.05
B-08164,content_strategy,Map content to journey stages on media assets for conversion pages with CI guardrails,70,73,51,75,67.15,Medium,Qualified lead conversion rate,0.25,4.77
B-08165,analytics_instrumentation,Capture Core Web Vitals events on video embeds for branded queries with automated QA checks,66,80,58,87,67.15,Medium,Indexed valid pages,0.63,15.05
B-08166,performance,Adopt HTTP/3 delivery on about page for high-intent queries using template-level controls,72,71,55,77,67.15,Medium,Average ranking position improvement,0.63,7.53
B-08167,semantic_html,Add skip-to-content link on footer links for conversion pages with governance documentation,66,69,47,87,67.15,Medium,LCP (sec) reduction,0.06,1.13
B-08168,on_page_seo,Strengthen CTA keyword context on download links for Korean locale with owner accountability,71,82,61,73,67.1,Medium,Impressions,2.51,27.59
B-08169,analytics_instrumentation,Add content group dimensions on interactive widgets for low-traffic pages with owner accountability,64,72,42,82,67.1,Medium,CTR,0.38,5.64
B-08170,on_page_seo,Improve image alt intent mapping on project detail pages for mobile users with fallback handling,80,61,58,70,67.1,Medium,Indexed valid pages,0.63,15.05
B-08171,schema,Validate schema graph cohesion on internal search for non-branded queries with owner accountability,71,68,47,73,67.1,Medium,CTR,0.38,5.64
B-08172,schema,Apply BreadcrumbList schema on video embeds for high-intent queries with automated QA checks,73,55,37,71,67.1,Medium,Impressions,2.51,27.59
B-08173,semantic_html,Use proper heading nesting on forms for high-intent queries with rollback plan,67,61,31,73,67.1,Medium,Qualified lead conversion rate,0.25,4.76
B-08174,semantic_html,Improve list semantics for benefits on tag pages for English locale with fallback handling,65,53,20,75,67.1,Medium,Crawl efficiency,1.25,31.35
